id,box
2a5a1d33a2d1f4b0,0.40 0.06 0.58 0.38
30110e5a9c18ac68,0.00 0.00 1.00 1.00
2b5204ceec8d9770,0.07 0.00 0.96 1.00
acdf06ddb8a2d4e0,0.23 0.16 0.68 1.00
af2bc55f8d015279,0.13 0.14 0.75 0.81
2d93c1b12a5cfe78,0.09 0.08 0.43 0.49
2c5be84ee9e451e6,0.00 0.27 1.00 1.00
2c2967b78ffdcbcc,0.25 0.34 0.46 1.00
b18a55258d16e15e,0.19 0.10 0.75 0.79
30a45256ef3c437c,0.00 0.00 0.40 1.00
4a880e8f6bef632a,0.00 0.05 1.00 0.92
76e5ae0479d4a234,0.11 0.13 0.79 0.94
97349c96b0c90a3f,0.00 0.05 1.00 1.00
7ae869fabb4f7d36,0.47 0.08 0.75 1.00
7c99ebebfe5d312c,0.00 0.10 0.90 1.00
50faa6cb42090d38,0.01 0.31 0.73 0.94
2d4f38a93f8fae6b,0.00 0.34 0.69 0.70
2c283bc34324d990,0.08 0.00 0.66 1.00
2a76a4421e9c34f3,0.32 0.07 0.48 0.83
af57961f5bd34681,0.35 0.31 0.67 0.46
77a12d9a6a2a49ca,0.17 0.00 1.00 1.00
7acbebd501b7a019,0.01 0.00 1.00 1.00
2d8680f3c80a1f2d,0.11 0.11 0.95 0.92
f1a840042f80ac7f,0.00 0.00 0.80 1.00
2c136103379e565d,0.02 0.00 0.39 0.83
2b12edaffe111f19,0.05 0.00 0.88 0.92
2c766a705b5e5f56,0.00 0.00 0.86 1.00
49bb3ae8e448432d,0.04 0.00 1.00 0.58
4cf829cdf800eac8,0.00 0.00 0.96 1.00
6352389c0962e86e,0.08 0.19 0.70 0.75
4974e2189a1d28f8,0.01 0.00 1.00 1.00
fa05530d2d09197e,0.00 0.25 0.56 0.72
6224219f44550384,0.27 0.27 0.91 0.70
7b273f2212c7c581,0.37 0.00 0.77 1.00
6357fe7728c5ab70,0.00 0.00 0.67 1.00
32237bc959114b3c,0.45 0.22 1.00 1.00
2c1cddcf97a67186,0.16 0.00 1.00 1.00
f08a25de60d0c1d1,0.03 0.00 1.00 1.00
797412768afd76fe,0.00 0.11 0.81 0.67
632f17fc6332d372,0.02 0.44 0.55 0.69
60e49e9d68e41707,0.09 0.00 0.52 1.00
2d1f34956abfe691,0.03 0.54 0.50 0.93
30f8f59197fc3e48,0.04 0.19 0.85 0.88
79bb823865df0041,0.00 0.28 0.56 0.55
2a07ca681db95546,0.00 0.00 0.74 1.00
62f9ceef094d74f3,0.00 0.14 0.74 0.93
afa645ba415e1463,0.06 0.00 0.68 1.00
ac5712c62209e4ae,0.04 0.21 1.00 0.85
b729363f45204730,0.00 0.07 0.75 1.00
2cbf16cd1d6249e1,0.25 0.00 0.96 1.00
4ca83e2bb05a2e64,0.07 0.00 0.97 1.00
2b5da924ce299698,0.13 0.00 0.84 0.90
9fe258bc64b9b49b,0.09 0.11 0.90 0.74
b44357cf3fd68127,0.36 0.01 0.64 0.80
ab44a0243f635323,0.00 0.00 0.91 1.00
6221997604e920d9,0.08 0.00 0.84 1.00
2aa653a59b814e9f,0.65 0.00 1.00 0.65
60f7033812d9f14b,0.29 0.36 0.55 0.69
61a7d91456b9782f,0.24 0.00 1.00 1.00
9db5a77b1ccc890b,0.04 0.00 0.88 1.00
b50af1243b702da8,0.16 0.00 0.67 1.00
b52ab66741857bb6,0.12 0.00 1.00 1.00
32ee2ce56a190cf9,0.08 0.35 0.68 0.67
2c741f90ff1462b1,0.13 0.00 1.00 1.00
2c1aec887d8b1954,0.00 0.00 0.70 0.75
6168498b43d124c8,0.03 0.00 1.00 1.00
2a69e5b7aeef2467,0.06 0.00 0.78 1.00
60031806784a5572,0.31 0.11 0.61 0.87
fe8f6178a737365d,0.05 0.00 0.63 1.00
2a4a55ad0761f58f,0.00 0.16 1.00 0.63
2c5071fa12f5c00d,0.00 0.00 0.71 1.00
2c3b5366bbf3e00f,0.00 0.00 1.00 1.00
65975f970d5d395d,0.35 0.28 0.74 0.67
2ac7fe630f93637c,0.15 0.08 0.77 0.97
993ecbdf853de310,0.00 0.00 0.96 1.00
7c485a2fe629ce32,0.15 0.00 0.64 0.57
30eea0f83ce59b4a,0.22 0.00 1.00 1.00
7b7c8cf439660f05,0.01 0.06 0.70 1.00
7869ba0af78797b6,0.16 0.00 0.67 1.00
2c28e5594f2365fc,0.26 0.59 0.89 1.00
9c2eda63676c6b0d,0.00 0.00 1.00 0.98
4a83492f529eced9,0.06 0.00 1.00 1.00
2d5d9b835ac36cc5,0.00 0.00 0.75 0.49
4d3d90d3862ce4cb,0.19 0.00 0.64 1.00
33781f92481fc9fc,0.00 0.01 1.00 1.00
2d1600839fd03549,0.00 0.00 1.00 1.00
4ed8084011f60bf2,0.18 0.36 0.69 0.83
2b26f1f8dd0a2fff,0.28 0.00 0.71 1.00
2ce24fd781ac30ed,0.48 0.00 0.82 1.00
2ed2f5d2c560a526,0.00 0.00 0.94 1.00
746bb554cd6a6998,0.17 0.00 0.45 1.00
2e6728d513c5d5c1,0.13 0.00 1.00 1.00
2ec14c32c7951cb0,0.19 0.20 0.81 0.82
de36b740b636013e,0.06 0.00 0.76 1.00
2e74a3011c011da8,0.44 0.00 1.00 0.74
2a122a6d15fcca47,0.15 0.42 0.62 0.90
2df57f6905914aae,0.32 0.55 0.55 1.00
2b5502623b8e7093,0.09 0.03 0.77 0.82
b3b023b81d6aeb40,0.05 0.00 0.74 0.61
63b931a3beec1146,0.01 0.25 0.64 0.68
30b339da064837ed,0.00 0.09 0.90 0.82
343c2763fd4fe14c,0.05 0.44 0.95 0.68
793bfaffd7491ab8,0.32 0.00 1.00 1.00
2bf100be157755a2,0.31 0.00 1.00 1.00
9db6854994ce2931,0.03 0.10 0.78 0.52
767d007ec05562c2,0.10 0.25 0.99 0.92
b37cdb1203f0da5d,0.45 0.02 1.00 0.71
62a24467c6f4ff48,0.11 0.31 0.55 1.00
73f8032b3f79a768,0.45 0.01 0.58 0.30
5a20af315a2c7474,0.03 0.00 0.58 1.00
33334681a2abe6dd,0.39 0.00 0.69 0.95
6214918ab7718bd6,0.02 0.16 0.76 1.00
7d146eb80c5f5475,0.17 0.00 1.00 1.00
2ee7ad2afa32136d,0.17 0.00 0.74 0.53
72e159b176d233fd,0.12 0.00 0.54 0.83
b65b061adb7b8462,0.05 0.18 1.00 0.77
9f833182ac21b4a7,0.22 0.28 0.81 0.91
7650c7d7f77ae376,0.06 0.16 0.79 1.00
2b878a82783d0740,0.00 0.00 0.58 1.00
60900e74ee2351aa,0.13 0.16 0.98 0.85
2c6ceec5631bf51b,0.16 0.24 0.64 0.73
2a6764bf7e4c9875,0.16 0.00 0.75 1.00
639cac873325455c,0.00 0.00 1.00 1.00
624d75c74d380e76,0.00 0.00 1.00 1.00
78a09d67030a5998,0.14 0.33 0.54 0.50
3354d7c17d271e23,0.41 0.19 0.59 1.00
2db7de77c7541756,0.20 0.16 0.89 0.80
31d644a2362ef33b,0.00 0.19 0.72 1.00
f4730a5eb7aba0c4,0.04 0.00 1.00 1.00
639e9f3d8e1ee833,0.08 0.04 1.00 0.88
33835133484936e2,0.31 0.36 0.51 0.62
49ab408c02e02782,0.00 0.34 0.80 0.78
b10a6f309fdbec3f,0.00 0.01 1.00 1.00
31272f36d97ee014,0.00 0.16 0.79 0.92
77d99e26a0906d8d,0.26 0.00 0.87 1.00
644a26981668a082,0.00 0.00 1.00 1.00
df93344635cf1e06,0.00 0.00 0.60 1.00
32d12716ece35217,0.12 0.00 0.58 0.36
2de30a7ebde137a6,0.31 0.00 0.65 1.00
6352f8b341d05178,0.12 0.24 0.93 0.96
9d3db6130c74a4ad,0.29 0.23 0.80 0.76
2bbc2e21e2cfdda9,0.28 0.39 0.65 0.62
2a2566ed66e71d10,0.29 0.00 0.57 1.00
7b45cdb4dd428c1c,0.43 0.00 0.60 1.00
4e5ecdb3b2ffe23b,0.07 0.00 0.93 0.96
7a45f59d20a3db09,0.07 0.07 0.84 0.97
638d20c040c00541,0.00 0.00 0.95 1.00
755ddcfa18b87b18,0.00 0.08 0.78 1.00
2cbe7a2c66bf0f70,0.29 0.31 0.63 0.75
77dcc5a727cba759,0.00 0.00 0.99 1.00
b74c35a6d557977f,0.36 0.13 0.80 0.66
df5983993c11bdd0,0.37 0.34 0.86 0.74
7a97eac1d777b76f,0.00 0.00 0.92 1.00
5a07ba7ccea94ff1,0.00 0.00 1.00 1.00
32ff05a05c73d707,0.00 0.22 0.93 0.54
9ffc108977a9291f,0.52 0.00 1.00 1.00
9e71a196f9cd99bc,0.08 0.27 0.72 0.68
7b97787d2023ea6c,0.00 0.00 1.00 1.00
612645dd2c080a48,0.15 0.00 0.74 1.00
8d4c94577ce6096a,0.20 0.39 0.35 0.82
2b1cb8a6e29acff1,0.10 0.00 0.73 1.00
49f2ab99c887729a,0.00 0.00 1.00 1.00
60898c7b440eb54e,0.26 0.00 0.59 1.00
7758a3559cc5b9f5,0.06 0.00 0.77 1.00
b05c51debdec693d,0.00 0.00 1.00 1.00
2b4196018b4b2bd5,0.04 0.28 1.00 0.81
76d8d517581952db,0.39 0.00 0.64 1.00
6592633624343e5f,0.00 0.00 1.00 1.00
60b470acb75ac756,0.00 0.04 1.00 1.00
3045e39585f7cb4d,0.00 0.00 0.94 1.00
62bb5b1290e97632,0.06 0.00 0.89 1.00
2a85dac8f6488ab1,0.10 0.07 0.75 0.72
495c5270cb808891,0.00 0.00 0.73 0.82
496b84927593c1e7,0.02 0.36 0.88 0.90
b3ebca21e12d0f6b,0.00 0.07 0.93 1.00
333970cc129411a1,0.31 0.00 0.78 1.00
61684cc380830594,0.03 0.00 0.56 1.00
2da39d437388c0ca,0.51 0.33 0.66 0.73
608ef53753acc252,0.04 0.01 0.63 1.00
600778ae63262d58,0.31 0.06 0.56 1.00
5bc13ea9ac4d56d1,0.00 0.00 0.72 0.95
2a09e07b963538c3,0.00 0.10 1.00 0.89
2defe10681a94737,0.10 0.00 1.00 1.00
323354bb9c05bc8c,0.00 0.00 0.80 0.87
fff563ca6f870c66,0.00 0.12 0.51 0.92
2a6c8a0aed1a457c,0.12 0.00 0.96 1.00
342d5c478d5cf360,0.00 0.13 0.87 0.90
b668fdc4b8cdf55d,0.02 0.23 0.93 0.68
fa31028c558cef5b,0.26 0.00 0.52 1.00
b60cf85440434d61,0.00 0.00 0.57 1.00
2cbd485db47077d6,0.41 0.12 1.00 0.66
9da607bf2c494422,0.42 0.27 0.71 0.73
6070f0eb3f7a365a,0.17 0.00 1.00 1.00
633a70c07a6887d2,0.23 0.03 0.89 0.95
2a24c5990ca8b59b,0.20 0.23 0.74 0.98
c08366d9e6170646,0.05 0.00 1.00 1.00
7a97ff67ce172d25,0.21 0.12 0.83 1.00
2c41a80d40d4c916,0.00 0.00 0.89 0.70
ca47f097f5a85c66,0.16 0.03 0.92 0.98
2c6eda87a536b4c0,0.01 0.36 1.00 0.89
30ac93ab79668b31,0.00 0.04 1.00 0.78
632095cec5ed4051,0.00 0.00 1.00 1.00
61414b6d8893a98d,0.00 0.46 1.00 1.00
2ed8cfb4d778fc8d,0.00 0.00 1.00 1.00
2adc1ce7fe9aa593,0.51 0.00 1.00 1.00
2b44a8d91ad00abc,0.00 0.08 1.00 0.88
2b6a9fc58a018712,0.00 0.00 0.80 1.00
60b21a08225091b1,0.13 0.21 0.52 0.32
2a36014f58d6dcea,0.04 0.14 1.00 0.61
b6b6f8bb84412554,0.46 0.00 0.76 1.00
62403d106e3d6f26,0.19 0.11 0.99 0.90
2e173f9e55cfac6b,0.08 0.23 0.39 0.45
2e31f93e7f8240b7,0.16 0.00 0.65 1.00
2a4f6fafaeabeeef,0.03 0.52 1.00 1.00
f45a135bd2b73ee5,0.16 0.19 0.95 0.96
2ad96e4417514c35,0.03 0.04 0.89 1.00
6035fdd4399673ce,0.00 0.00 0.89 1.00
2cc3769a081272e8,0.31 0.00 0.66 0.68
75f918dcfc4eef1c,0.08 0.00 0.66 0.39
6213eda8de303df4,0.05 0.24 0.92 0.66
61dd7b56642e4857,0.02 0.02 0.98 0.96
2c38c6a50cfce852,0.00 0.00 1.00 1.00
de977ed65f08f3e1,0.00 0.00 0.59 1.00
7aa3e7bab72b832a,0.00 0.00 0.75 1.00
2a2dbcfe72347117,0.32 0.27 0.86 1.00
2af0cd49dd2a9a9f,0.10 0.22 0.60 0.88
616de592a019527b,0.00 0.00 1.00 1.00
3203e40491db2aea,0.02 0.31 0.87 1.00
75f410d0d9760858,0.13 0.00 0.78 0.80
6333947d913a67fc,0.13 0.23 1.00 1.00
74f54ca5b92799b7,0.42 0.02 0.91 1.00
2cb45e9430d09a66,0.22 0.12 1.00 0.82
9d1bcb27b8433900,0.00 0.00 1.00 1.00
2bd0ea998bdd7dac,0.02 0.00 1.00 1.00
6587c9d8b5f233f4,0.19 0.00 1.00 1.00
b2fa1a3a51930817,0.00 0.32 0.90 0.66
2f0393ccc8acd723,0.00 0.00 1.00 0.92
340fd7df494859d8,0.33 0.01 0.56 1.00
77c4bc1df73310f7,0.04 0.00 0.87 0.72
645b7bca87398c53,0.23 0.51 0.60 1.00
63459041ace6cf0e,0.00 0.01 0.92 1.00
73c8dd5b29a3edd2,0.00 0.16 0.76 0.77
2a3f4f128664b9dd,0.00 0.00 1.00 1.00
b52649cd909eff96,0.08 0.14 1.00 0.96
6087c4ac0efea017,0.00 0.00 0.32 1.00
9bc8874172803c73,0.14 0.41 0.67 0.52
2e5094bd23f89603,0.34 0.00 1.00 1.00
ca555cde78749416,0.16 0.19 0.99 0.81
9c8752f818a458f7,0.04 0.20 0.97 0.62
9d28473577f4a028,0.15 0.00 0.91 1.00
2cce7c624a64e8af,0.21 0.00 1.00 1.00
b7d30f4761b70119,0.12 0.00 0.46 1.00
2d0656f9ce8c163a,0.00 0.00 1.00 1.00
315967aba7df1e14,0.05 0.00 0.95 1.00
eb3ea11231436b2d,0.02 0.41 0.52 0.58
2c01b761163a9146,0.00 0.00 1.00 1.00
b26de3a80bbc7cc0,0.00 0.33 0.72 1.00
7bfb5bd6dac64943,0.34 0.53 0.68 1.00
795b99147488f0ba,0.07 0.12 1.00 0.93
2c269864a3227a1e,0.00 0.11 0.55 1.00
9db1ea4aaf6df3f4,0.34 0.43 0.65 1.00
eabd58d04a8ae6b3,0.34 0.00 0.86 1.00
f2264ebf3113b0ed,0.00 0.00 0.86 1.00
60eaf68aef64e356,0.18 0.00 0.47 0.82
2a6bf47bbeb8bf15,0.04 0.64 0.67 1.00
2e550b8f20dd41fa,0.23 0.07 1.00 0.93
fa40709d04a54ae7,0.00 0.01 0.92 1.00
2b607f31144c882e,0.15 0.00 0.60 0.52
2e0b25832b832ec0,0.14 0.00 0.46 1.00
3049fd3c72b6aea5,0.09 0.38 0.56 0.65
2b47b6ea60d49b47,0.18 0.00 0.85 1.00
79e4ce1575f05bcd,0.09 0.03 0.88 1.00
ac4fcbc583f342bb,0.00 0.00 0.52 1.00
4c704d2fe1387a21,0.01 0.00 0.95 1.00
eb046dfa1b8708fd,0.03 0.19 0.81 0.85
9f78cf66159e8238,0.00 0.21 0.85 0.79
aba36b9969918bc1,0.11 0.04 0.90 0.88
74435e80f126cde9,0.45 0.67 0.82 0.88
2ea914da25b9e3d9,0.20 0.00 1.00 1.00
9d8f3100363c818a,0.00 0.00 0.65 1.00
601e2b500c780e46,0.00 0.00 0.90 1.00
2b372195a82a4638,0.00 0.28 1.00 0.70
2bfaf356d220385f,0.26 0.00 0.74 1.00
2e2476a0cf2e09f9,0.24 0.23 0.74 0.83
2e2b8f398ee49f32,0.03 0.00 1.00 1.00
49e6b8a6fbd47222,0.11 0.00 0.90 1.00
7c78702a49f0adb5,0.06 0.00 1.00 1.00
76e66250beff92a3,0.32 0.21 0.69 0.66
2edb03a5aa5aa9f4,0.00 0.00 1.00 1.00
7c619c2a0ce1f1b9,0.23 0.09 0.78 0.80
fda2d47efc393165,0.31 0.00 0.68 1.00
2d998b647b0c3ddf,0.09 0.09 1.00 0.85
30d27b496c7defa6,0.30 0.19 0.51 0.75
b7e2ceaa9d287129,0.22 0.00 0.98 0.95
fa2cbbbc6e9cee5a,0.15 0.23 0.59 0.96
2ec9ef87e24170dc,0.04 0.00 0.78 1.00
5772d2f4f91a7c9c,0.03 0.00 0.55 0.52
49ebe016e1a4c6aa,0.07 0.00 1.00 1.00
2c9c02f9e7cc61cc,0.10 0.00 1.00 0.87
ab35993b1ce63d18,0.00 0.00 1.00 0.98
2a2c18dee2b43ced,0.16 0.00 0.85 1.00
2bd0e72948a4a331,0.15 0.00 1.00 0.90
aa9d7e29d1a7d0fd,0.13 0.26 0.93 0.89
62cf3e7811931ac1,0.00 0.00 0.76 1.00
2a5729e14e699f9b,0.07 0.04 0.82 0.97
2ad7c396d887b507,0.06 0.00 0.86 1.00
4988ddeffab1c114,0.00 0.00 1.00 0.53
2af3a94674c48d8f,0.06 0.00 0.61 1.00
dfe547daf01d3d82,0.10 0.00 0.92 1.00
b19c20d93889d7f9,0.07 0.22 0.61 1.00
621e162d12608fad,0.00 0.00 0.17 0.49
2a572a05b189363d,0.00 0.00 1.00 1.00
2e5ed5a6b31c6448,0.26 0.25 0.93 1.00
2eb725286ee8a344,0.12 0.00 0.64 1.00
ebdd6764ab94c9f1,0.14 0.18 0.41 0.40
77500e98bbbfd32f,0.11 0.46 0.81 1.00
61ca8c7ccc6ceaeb,0.06 0.02 0.71 1.00
adb48f054f7d8f90,0.00 0.00 0.51 1.00
72db4cbaf5bb0839,0.40 0.00 0.84 0.86
648a551db1cd2ed1,0.01 0.00 1.00 1.00
2b7f3764e91dba99,0.02 0.00 1.00 0.36
ad84c56a130a49ee,0.18 0.00 1.00 0.30
2e1cbbd27a6cce0a,0.00 0.03 0.83 1.00
32668177262943d4,0.00 0.00 0.88 0.97
2c53c163f3cbbcfe,0.25 0.00 0.97 0.71
2e1e350c62de0e7b,0.00 0.00 1.00 1.00
2edc2dc5a0619396,0.13 0.00 1.00 0.70
2b76dcb7ce777e8f,0.35 0.10 0.46 0.28
2e76f138128690d9,0.05 0.05 0.91 0.90
31103554c9cc3021,0.15 0.00 1.00 1.00
b8f37d615b3489c4,0.04 0.00 1.00 0.91
ffe011b603d1c5bc,0.15 0.33 0.94 1.00
65807af72522e414,0.07 0.35 0.60 0.54
2c8cd82e63d662cd,0.00 0.00 0.75 1.00
777cbea2f75351f4,0.00 0.58 0.85 1.00
2b0780b7cd5bf2ad,0.19 0.07 0.59 1.00
64c8253db678ab46,0.00 0.00 0.71 1.00
614510cfc1d5e28b,0.10 0.26 0.99 0.69
2ac836e97fd5ceab,0.16 0.00 0.80 1.00
b03727850892acc5,0.03 0.00 1.00 0.82
ed98e288603c268f,0.00 0.65 0.79 1.00
6035e3972eefbd06,0.14 0.00 0.80 1.00
4f154e200eaec660,0.03 0.13 1.00 0.86
2d039b45295e9690,0.03 0.20 0.87 0.72
ee31a224afede957,0.10 0.05 1.00 0.97
0b125701bc75f89c,0.05 0.00 1.00 1.00
2b1cf32dce46fb2a,0.13 0.05 1.00 1.00
2b36aeaba5271e50,0.37 0.33 0.84 0.69
75beba1d39b7ec67,0.00 0.00 1.00 1.00
b4555b3f894707f7,0.02 0.13 0.30 0.70
2cfded91c1b816db,0.28 0.33 0.60 1.00
2c60a14a6d515df4,0.10 0.16 0.70 1.00
2a2ac9e6b5d0fdf2,0.07 0.19 0.96 1.00
623abf5536d8e60a,0.15 0.00 0.73 0.48
2b9a03f41ea3f937,0.00 0.00 1.00 1.00
33d8ca7607faac1e,0.00 0.00 0.97 0.46
2d1927181c02e2fc,0.21 0.46 0.56 1.00
623b36ff49865938,0.00 0.00 1.00 1.00
7c44c910814d8959,0.00 0.08 0.83 0.74
afeec839c5a70ffe,0.00 0.37 1.00 0.69
9fa4d7ad4f65d0da,0.07 0.00 0.77 0.88
63f08cbf93edd36e,0.28 0.00 1.00 0.45
9db83dfefe11c349,0.00 0.32 0.73 0.73
2d3182269fb5d71d,0.35 0.44 0.96 0.62
9d9f601e9d143574,0.00 0.06 0.64 0.95
9531eb842ca47649,0.17 0.13 0.82 0.97
753bcb2c18957363,0.00 0.00 1.00 1.00
fbe268abfbc783ed,0.00 0.17 0.92 0.93
2eb1b706e42bad13,0.12 0.30 0.69 0.80
2e1c96ad02a9d0d6,0.00 0.00 1.00 1.00
651eab22d626deca,0.43 0.00 1.00 1.00
b62c7fcf59499416,0.10 0.30 0.76 0.60
63d29a1428c61d2c,0.00 0.00 0.84 0.98
2c9609eaedb4ec1d,0.35 0.32 0.53 1.00
2abb6b2ade30e940,0.11 0.00 0.76 1.00
2aa3cb9335dc824c,0.16 0.13 0.64 0.89
2da2d6d91a0cd09d,0.30 0.00 0.42 0.64
2f0f3797f79de14a,0.00 0.00 0.78 1.00
60754e08958f66d0,0.25 0.00 1.00 1.00
75bc5242c1db68e5,0.00 0.00 1.00 1.00
2b7b98006d88fb51,0.22 0.00 1.00 1.00
61d6eb5f944de713,0.04 0.24 0.82 0.81
b53c5347f2accc90,0.18 0.00 0.73 0.79
2a7840560ab21c09,0.06 0.43 0.31 0.56
2abce05c0acab68e,0.01 0.00 1.00 1.00
8c4c9703c2892218,0.06 0.43 0.62 0.61
6243955a979bac34,0.00 0.00 1.00 1.00
30770d3c1d5965e5,0.00 0.08 0.76 0.64
9e9d22462857e59f,0.15 0.00 0.80 1.00
2b712ec96d13f3cc,0.15 0.00 0.71 1.00
b835cc63d017d9e1,0.18 0.21 0.79 0.77
60ded3e31177ccbf,0.26 0.10 1.00 0.88
9f64d4c8d8d58d58,0.00 0.00 1.00 1.00
61f2008a96efa7ef,0.00 0.01 0.39 0.31
73a988f82c7c1c15,0.32 0.00 1.00 1.00
6162d477252821c5,0.14 0.00 0.73 0.84
2a35b4470a7045d7,0.37 0.57 0.59 0.68
2e295d622b124aba,0.00 0.00 1.00 1.00
793e0ad1ce720e6c,0.08 0.00 0.99 1.00
b30a9e6f246268dd,0.09 0.00 1.00 1.00
60d227e0dc306836,0.41 0.00 0.84 1.00
2aa93e66bf97101a,0.20 0.00 1.00 1.00
2a6f963b45fcb29d,0.18 0.45 0.69 1.00
63241ab1fd85c8b3,0.21 0.02 0.70 1.00
eb96fb29b91a3111,0.00 0.00 1.00 1.00
2ed25627dad7ddbb,0.04 0.19 0.69 0.74
2a86c20165600c62,0.22 0.00 1.00 1.00
9d1ee1cf0f5e8041,0.04 0.05 0.88 1.00
2df0a01ca2d73626,0.00 0.00 1.00 0.99
7a3257255b5ad2a1,0.44 0.00 1.00 1.00
8c9cc33d7a7f9bf4,0.00 0.00 1.00 0.82
2a1b2910141c364b,0.15 0.51 0.85 0.78
63b9ff1571df9d38,0.09 0.00 0.97 1.00
7bc31dc9732cc958,0.00 0.00 1.00 1.00
9e9d16568c4c6069,0.00 0.00 0.96 0.85
621db177f7b062db,0.35 0.00 1.00 1.00
9e554c6cb6c28ee6,0.00 0.00 1.00 1.00
2b46114b7a5f396c,0.00 0.00 1.00 1.00
14e4d6107efef130,0.22 0.00 0.95 1.00
b03c9b26688c4cfb,0.18 0.00 0.71 1.00
2da264e1d618842b,0.08 0.12 0.79 1.00
62438e90ae794faf,0.03 0.12 1.00 0.94
2a31f467d0c245fa,0.41 0.00 1.00 0.91
73a4ea13117c170f,0.05 0.25 1.00 0.70
2a65230c6a29460a,0.34 0.00 0.72 1.00
3028be9484f48ead,0.07 0.35 0.75 0.88
7bec7c566ee318c8,0.00 0.18 0.75 0.72
7b48e6b932f3bdf6,0.31 0.38 0.66 0.62
7bbb00b434610cfb,0.05 0.28 0.76 1.00
2a1b422e8b2f9f33,0.34 0.00 0.66 1.00
de8cad03f521858c,0.16 0.61 0.85 1.00
2e37619fc0a6d41d,0.00 0.46 0.75 1.00
49d8c639b417cf50,0.00 0.00 0.95 1.00
fd3ea1413de080fa,0.28 0.00 0.77 1.00
fa4f7166fdc3c7a8,0.01 0.00 1.00 1.00
b1176df5f6b2210c,0.17 0.00 0.70 0.95
ab78d9b37ec3edc6,0.00 0.00 1.00 1.00
2d58748d49c3c21b,0.13 0.03 0.53 0.83
4969408010d81787,0.00 0.11 1.00 0.78
2b7f30f9fbd4373c,0.00 0.00 0.39 1.00
2c07b05bac693da4,0.00 0.52 1.00 0.92
2de20c9e370d3afb,0.10 0.01 0.65 0.69
61840210fdd29be1,0.00 0.21 1.00 0.72
fc1b48ba21075aba,0.20 0.36 0.52 0.55
31c89e77365fd41b,0.00 0.00 0.82 1.00
2d14f4c084612367,0.00 0.12 0.84 0.92
2cf4ab4c22448ccb,0.14 0.00 0.82 1.00
2c02d955b2de7c76,0.00 0.19 1.00 1.00
64a25046404375e2,0.34 0.00 0.54 1.00
b263667b997a1e6f,0.35 0.00 1.00 1.00
9b04ff2f28afeb2d,0.00 0.00 1.00 1.00
7a44dd88d0047a10,0.22 0.00 0.72 1.00
f05615a9d69059d7,0.00 0.00 1.00 1.00
72f77fcac31c5c66,0.01 0.00 1.00 1.00
2c125e43ccc3e347,0.05 0.00 0.88 1.00
6056a316e8f5ec5d,0.00 0.48 0.57 0.75
2b912ab5acfdaab5,0.58 0.01 0.99 1.00
328674b3df4ed66a,0.00 0.00 1.00 1.00
4d430e31c0152875,0.11 0.00 0.84 0.81
335b43d3db71f8a3,0.01 0.13 0.43 0.72
61d48f04bbedac09,0.18 0.00 0.51 0.62
64506ceff1477604,0.06 0.25 0.45 1.00
2ab30ca04443a580,0.00 0.35 1.00 1.00
fcdef8223923df74,0.49 0.00 0.70 1.00
79e8ecdaa674b6b0,0.11 0.09 0.88 0.91
b3df23aee2cfb110,0.16 0.00 1.00 1.00
2b96a5a0123883d7,0.11 0.04 0.85 0.96
2eba72d0d4f36c59,0.55 0.51 0.79 0.60
deb84b0720d4ffd0,0.18 0.00 1.00 1.00
644d1d58fe0a4779,0.39 0.03 0.72 1.00
30c365b12aac8652,0.06 0.22 0.82 0.67
5ae6a7321c95f3fe,0.01 0.00 1.00 0.92
2de02a53ad042994,0.00 0.00 1.00 1.00
604a99c29d3c777d,0.25 0.00 1.00 1.00
639e32fdb3f6462e,0.12 0.00 1.00 1.00
2de238a7e9fa9ad0,0.30 0.19 0.58 1.00
9e2fa0c717852b03,0.21 0.00 0.71 1.00
2d5d3d2948f4d79e,0.06 0.00 0.91 1.00
2a164d015d48dbe5,0.60 0.56 0.90 0.92
f17537bda6d8f63a,0.08 0.21 0.89 0.66
2ecd7aef9e430b82,0.13 0.25 0.89 0.72
30dcea8cff74924e,0.00 0.10 1.00 1.00
60b8e14234ea55f8,0.04 0.30 0.64 1.00
f3e08bf20678686f,0.36 0.32 0.74 0.60
63349252a79e4a9d,0.15 0.11 0.86 0.76
f2e021a10b3c994d,0.00 0.00 0.90 1.00
2d0f685890487906,0.01 0.05 0.87 1.00
6285467acff9888d,0.34 0.12 0.71 0.90
335f421048d17a45,0.49 0.00 1.00 1.00
2aa91c4940332ade,0.00 0.11 0.94 0.96
2c419e1be618df06,0.00 0.38 0.48 0.52
2da2b14a4df5ba57,0.00 0.00 0.60 1.00
4e416976de64f4b3,0.31 0.57 0.99 1.00
2e60154ea5498537,0.37 0.13 0.59 0.93
7547ca7af498edde,0.05 0.00 0.57 1.00
49aa1410cf6e41d7,0.00 0.09 1.00 1.00
f2e108388844d662,0.23 0.00 1.00 0.87
2abf6582d5006154,0.01 0.00 0.56 1.00
c1ae70f4dda966c9,0.30 0.20 0.84 0.95
75a3a164594b7f1f,0.21 0.14 0.88 1.00
62d193d11d299994,0.00 0.16 0.78 1.00
5a19474c6dca90ad,0.00 0.11 0.73 0.94
2d3b6167c63429a3,0.00 0.00 1.00 0.52
2b4a6c39de6e3151,0.00 0.00 1.00 0.86
64b7ab95ced80e20,0.00 0.00 0.55 1.00
